id_siniestro,nro_victimas,fecha,franja_hora,tipo_calle,comuna,longitud,latitud,vehiculo_victima,vehiculo_acusado,rol,sexo,edad,gravedad,year,month,quarter,semester,id_victima
LC-2019-0814441,1,2019-12-23,7,,14,-58.427679,-34.592826,,,,masculino,61,leve,2019,12,4,2,1
LC-2019-0814548,1,2019-12-23,8,,15,-58.465206,-34.577657,moto,,,femenino,70,leve,2019,12,4,2,1
LC-2019-0814670,1,2019-12-23,17,,9,-58.506162,-34.654692,,,,femenino,23,leve,2019,12,4,2,1
LC-2019-0814970,1,2019-12-23,17,,4,-58.404666,-34.642093,moto,,,,,leve,2019,12,4,2,1
LC-2019-0814994,1,2019-12-23,18,,10,-58.487726,-34.631128,moto,,,femenino,18,leve,2019,12,4,2,1
LC-2019-0815089,1,2019-12-23,20,,4,-58.386854,-34.643077,auto,,,masculino,28,leve,2019,12,4,2,1
LC-2019-0819578,1,2019-12-23,15,,12,-58.488876,-34.572347,transporte publico,,,femenino,60,leve,2019,12,4,2,1
LC-2019-0814768,1,2019-12-23,17,,,,,,,,masculino,48,leve,2019,12,4,2,1
LC-2019-0816722,1,2019-12-24,11,,15,-58.446249,-34.607614,ciclista,,,,,leve,2019,12,4,2,1
LC-2019-0815410,1,2019-12-24,0,,1,-58.383472,-34.608576,,,,,,leve,2019,12,4,2,1
LC-2019-0815451,1,2019-12-24,0,,14,-58.418788,-34.586922,auto,,,masculino,24,leve,2019,12,4,2,1
LC-2019-0815525,1,2019-12-24,0,,3,-58.391495,-34.622731,,,,masculino,22,leve,2019,12,4,2,1
LC-2019-0815635,1,2019-12-24,5,,14,-58.433133,-34.588155,,,,masculino,32,leve,2019,12,4,2,1
LC-2019-0815707,1,2019-12-24,8,,9,-58.486296,-34.651961,moto,,,masculino,23,leve,2019,12,4,2,1
LC-2019-0816039,1,2019-12-24,11,,9,-58.474318,-34.661399,moto,,,masculino,55,leve,2019,12,4,2,1
LC-2019-0816059,1,2019-12-24,12,,8,-58.44433,-34.684771,auto,,,,,leve,2019,12,4,2,1
LC-2019-0816350,1,2019-12-24,11,,1,-58.380649,-34.618517,auto,,,masculino,26,leve,2019,12,4,2,1
LC-2019-0816412,1,2019-12-24,16,,11,-58.506036,-34.602366,auto,,,femenino,30,leve,2019,12,4,2,1
LC-2019-0816459,1,2019-12-24,15,,10,-58.514812,-34.621847,,,,masculino,34,leve,2019,12,4,2,1
LC-2019-0816614,1,2019-12-24,19,,7,-58.455586,-34.642175,,,,femenino,76,leve,2019,12,4,2,1
LC-2019-0816620,1,2019-12-24,20,,3,-58.403212,-34.619812,auto,,,masculino,50,leve,2019,12,4,2,1
LC-2019-0816662,1,2019-12-24,20,,3,-58.411351,-34.606531,auto,,,masculino,26,leve,2019,12,4,2,1
LC-2019-0816761,1,2019-12-25,1,,3,-58.391704,-34.618157,,,,femenino,33,leve,2019,12,4,2,1
LC-2019-0816778,2,2019-12-25,1,,8,-58.487834,-34.677872,moto,,,masculino,18,leve,2019,12,4,2,1
LC-2019-0816778,2,2019-12-25,1,,8,-58.487834,-34.677872,moto,,,masculino,23,leve,2019,12,4,2,2
LC-2019-0816805,1,2019-12-25,3,,9,-58.480299,-34.658826,auto,,,masculino,21,leve,2019,12,4,2,1
LC-2019-0817158,1,2019-12-25,13,,11,-58.47202,-34.605747,,,,,,leve,2019,12,4,2,1
LC-2019-0817397,1,2019-12-25,18,,1,-58.38075,-34.607821,,,,masculino,59,leve,2019,12,4,2,1
LC-2019-0817399,1,2019-12-25,0,,12,-58.489568,-34.580612,auto,,,masculino,20,leve,2019,12,4,2,1
LC-2019-0817481,1,2019-12-25,19,,7,-58.46805,-34.638171,transporte publico,,,masculino,,leve,2019,12,4,2,1
LC-2019-0817492,1,2019-12-25,20,,15,-58.445404,-34.586624,peaton,,,femenino,17,leve,2019,12,4,2,1
LC-2019-0820227,1,2019-12-25,4,,8,-58.486395,-34.68368,peaton,,,femenino,19,leve,2019,12,4,2,1
LC-2019-0823032,1,2019-12-25,19,,15,-58.445284,-34.607224,auto,,,masculino,32,leve,2019,12,4,2,1
LC-2019-0820323,1,2019-12-26,18,,5,-58.418655,-34.609659,ciclista,,,femenino,,leve,2019,12,4,2,1
LC-2019-0818014,1,2019-12-26,9,,9,-58.522068,-34.658521,auto,,,masculino,25,leve,2019,12,4,2,1
LC-2019-0819091,1,2019-12-26,12,,2,-58.3903,-34.584308,moto,,,masculino,23,leve,2019,12,4,2,1
LC-2019-0819131,1,2019-12-26,13,,8,-58.476913,-34.685109,moto,,,masculino,31,leve,2019,12,4,2,1
LC-2019-0819188,1,2019-12-26,20,,5,-58.420922,-34.639739,,,,masculino,39,leve,2019,12,4,2,1
LC-2019-0819272,1,2019-12-26,12,,8,-58.477954,-34.672793,,,,femenino,25,leve,2019,12,4,2,1
LC-2019-0819431,1,2019-12-26,14,,5,-58.416751,-34.603597,moto,,,femenino,25,leve,2019,12,4,2,1
LC-2019-0819449,1,2019-12-26,10,,4,-58.374552,-34.649804,moto,,,masculino,37,leve,2019,12,4,2,1
LC-2019-0819493,1,2019-12-26,14,,13,-58.448202,-34.571353,peaton,,,femenino,84,leve,2019,12,4,2,1
LC-2019-0819630,1,2019-12-26,17,,4,-58.404669,-34.650456,,,,,,leve,2019,12,4,2,1
LC-2019-0819716,1,2019-12-26,15,,10,-58.491897,-34.627553,auto,,,masculino,21,leve,2019,12,4,2,1
LC-2019-0819994,1,2019-12-26,16,,7,-58.459394,-34.617095,moto,,,masculino,30,leve,2019,12,4,2,1
LC-2019-0820164,1,2019-12-26,18,,12,-58.493649,-34.5716,moto,,,femenino,36,leve,2019,12,4,2,1
LC-2019-0820359,1,2019-12-26,20,,3,-58.395029,-34.599765,,,,femenino,26,leve,2019,12,4,2,1
LC-2019-0820429,2,2019-12-26,22,,10,-58.50729,-34.627593,moto,,,masculino,20,leve,2019,12,4,2,1
LC-2019-0820429,2,2019-12-26,22,,10,-58.50729,-34.627593,moto,,,femenino,23,leve,2019,12,4,2,2
LC-2019-0820450,1,2019-12-26,20,,,,,moto,,,masculino,38,leve,2019,12,4,2,1
LC-2019-0822983,1,2019-12-26,20,,8,-58.4822,-34.682715,auto,,,,,leve,2019,12,4,2,1
LC-2019-0822617,1,2019-12-27,17,,4,-58.377106,-34.649031,ciclista,,,,,leve,2019,12,4,2,1
LC-2019-0820603,1,2019-12-27,1,,15,-58.466024,-34.57902,auto,,,masculino,25,leve,2019,12,4,2,1
LC-2019-0820647,1,2019-12-27,3,,2,-58.386871,-34.599291,auto,,,,,leve,2019,12,4,2,1
LC-2019-0820685,1,2019-12-27,3,,1,-58.382182,-34.597911,auto,,,femenino,61,leve,2019,12,4,2,1
LC-2019-0820703,1,2019-12-27,5,,4,-58.395075,-34.641933,,,,masculino,19,leve,2019,12,4,2,1
LC-2019-0821089,1,2019-12-27,10,,9,-58.476391,-34.657258,peaton,,,masculino,31,leve,2019,12,4,2,1
LC-2019-0821482,1,2019-12-27,11,,8,-58.450966,-34.680865,camioneta,,,femenino,34,leve,2019,12,4,2,1
LC-2019-0821504,1,2019-12-27,11,,,,,moto,,,masculino,39,leve,2019,12,4,2,1
LC-2019-0821894,1,2019-12-27,18,,,-58.388314,-34.626201,,,,femenino,27,leve,2019,12,4,2,1
LC-2019-0821981,1,2019-12-27,19,,14,-58.424079,-34.570823,,,,masculino,28,leve,2019,12,4,2,1
LC-2019-0822497,1,2019-12-27,14,,6,-58.430531,-34.60882,auto,,,masculino,33,leve,2019,12,4,2,1
LC-2019-0822990,1,2019-12-27,7,,14,-58.42819,-34.590028,auto,,,femenino,29,leve,2019,12,4,2,1
LC-2019-0823322,1,2019-12-27,21,,7,-58.467525,-34.625103,transporte publico,,,femenino,63,leve,2019,12,4,2,1
LC-2019-0824093,1,2019-12-27,20,,3,-58.402176,-34.623778,moto,,,masculino,30,leve,2019,12,4,2,1
LC-2019-0823528,1,2019-12-28,0,,13,-58.455575,-34.56315,ciclista,,,masculino,25,leve,2019,12,4,2,1
LC-2019-0823429,1,2019-12-28,22,,3,-58.401551,-34.611721,,,,masculino,37,leve,2019,12,4,2,1
LC-2019-0823509,1,2019-12-28,22,,2,-58.401119,-34.594784,auto,,,masculino,19,leve,2019,12,4,2,1
LC-2019-0824024,1,2019-12-28,11,,8,-58.481759,-34.688956,moto,,,masculino,40,leve,2019,12,4,2,1
LC-2019-0824180,1,2019-12-28,13,,3,-58.403727,-34.598454,moto,,,femenino,67,leve,2019,12,4,2,1
LC-2019-0824243,1,2019-12-28,13,,1,-58.381002,-34.622148,moto,,,masculino,38,leve,2019,12,4,2,1
LC-2019-0824479,1,2019-12-28,20,,8,-58.486725,-34.684785,auto,,,masculino,46,leve,2019,12,4,2,1
LC-2019-0824642,1,2019-12-28,17,,3,-58.391704,-34.618157,moto,,,femenino,31,leve,2019,12,4,2,1
LC-2019-0824682,1,2019-12-28,20,,5,-58.414472,-34.610735,peaton,,,masculino,63,leve,2019,12,4,2,1
LC-2019-0824748,1,2019-12-28,19,,7,-58.470527,-34.632605,auto,,,masculino,55,leve,2019,12,4,2,1
LC-2019-0825248,2,2019-12-28,5,,,,,,,,femenino,28,grave,2019,12,4,2,1
LC-2019-0825248,2,2019-12-28,5,,,,,,,,femenino,,grave,2019,12,4,2,2
LC-2019-0825124,1,2019-12-29,0,,,,,transporte publico,,,masculino,,leve,2019,12,4,2,1
LC-2019-0825162,1,2019-12-29,5,,7,-58.46633,-34.631322,auto,,,masculino,19,leve,2019,12,4,2,1
LC-2019-0825219,1,2019-12-29,5,,15,-58.460658,-34.601129,,,,masculino,38,leve,2019,12,4,2,1
LC-2019-0825252,1,2019-12-29,8,,9,-58.512989,-34.639292,moto,,,masculino,28,leve,2019,12,4,2,1
LC-2019-0825815,1,2019-12-29,0,,1,-58.380853,-34.582191,auto,,,femenino,,leve,2019,12,4,2,1
LC-2019-0826081,1,2019-12-29,19,,4,-58.384171,-34.654501,moto,,,masculino,25,leve,2019,12,4,2,1
LC-2019-0826329,1,2019-12-30,2,,7,-58.46186,-34.650155,auto,,,masculino,50,leve,2019,12,4,2,1
LC-2019-0826361,1,2019-12-30,23,,15,-58.452748,-34.583171,moto,,,masculino,51,leve,2019,12,4,2,1
LC-2019-0826404,1,2019-12-30,7,,1,-58.380691,-34.617644,auto,,,,,leve,2019,12,4,2,1
LC-2019-0826460,1,2019-12-30,7,,14,-58.427293,-34.59257,,,,femenino,52,leve,2019,12,4,2,1
LC-2019-0826555,1,2019-12-30,8,,12,-58.509038,-34.569999,transporte publico,,,femenino,63,leve,2019,12,4,2,1
LC-2019-0827034,1,2019-12-30,9,,1,-58.387521,-34.613534,,,,femenino,30,leve,2019,12,4,2,1
LC-2019-0827039,1,2019-12-30,9,,6,-58.432079,-34.606507,,,,masculino,37,leve,2019,12,4,2,1
LC-2019-0827385,1,2019-12-30,11,,,,,,,,masculino,55,leve,2019,12,4,2,1
LC-2019-0827884,1,2019-12-30,14,,1,-58.383472,-34.608576,,,,masculino,31,leve,2019,12,4,2,1
LC-2019-0827948,1,2019-12-30,15,,10,-58.483975,-34.631877,,,,,,leve,2019,12,4,2,1
LC-2019-0828033,1,2019-12-30,14,,1,-58.388971,-34.617995,,,,masculino,18,leve,2019,12,4,2,1
LC-2019-0828108,1,2019-12-30,1,,1,-58.375938,-34.612818,,,,masculino,29,leve,2019,12,4,2,1
LC-2019-0828440,1,2019-12-30,18,,13,-58.457307,-34.559569,,,,masculino,37,leve,2019,12,4,2,1
LC-2019-0828590,1,2019-12-30,21,,7,-58.452049,-34.636231,,,,masculino,7,leve,2019,12,4,2,1
LC-2019-0828665,1,2019-12-30,22,,8,-58.460718,-34.703796,,,,femenino,16,leve,2019,12,4,2,1
LC-2019-0829142,1,2019-12-30,18,,10,-58.50593,-34.638402,peaton,,,femenino,47,leve,2019,12,4,2,1
LC-2019-0829219,1,2019-12-30,17,,3,-58.400737,-34.60225,,,,femenino,44,leve,2019,12,4,2,1
LC-2019-0826300,1,2019-12-30,3,,,,,,,,masculino,56,leve,2019,12,4,2,1
LC-2019-0828693,1,2019-12-31,21,,,,,,,,masculino,79,leve,2019,12,4,2,1
LC-2019-0828854,1,2019-12-31,1,,2,-58.40406,-34.588033,,,,femenino,29,leve,2019,12,4,2,1
LC-2019-0829204,1,2019-12-31,11,,2,-58.402828,-34.595824,,,,femenino,80,leve,2019,12,4,2,1
LC-2019-0829428,1,2019-12-31,13,,5,-58.413352,-34.627686,,,,masculino,49,leve,2019,12,4,2,1
LC-2019-0829583,1,2019-12-31,14,,13,-58.463451,-34.5498,,,,masculino,29,leve,2019,12,4,2,1
LC-2019-0829717,1,2019-12-31,18,,8,-58.480275,-34.690103,,,,,,leve,2019,12,4,2,1
LC-2019-0829811,1,2019-12-31,18,,9,-58.499124,-34.672632,,,,masculino,32,leve,2019,12,4,2,1
LC-2019-0829834,1,2019-12-31,18,,,,,,,,femenino,21,leve,2019,12,4,2,1
LC-2019-0829653,1,2019-12-31,17,,,,,,,,masculino,44,leve,2019,12,4,2,1
LC-2020-0002346,1,2020-01-02,13,avenida,2,-58.389203129482,-34.587646270159,ciclista,auto,,masculino,67,leve,2020,1,1,1,1
LC-2020-0003142,1,2020-01-02,16,calle,3,-58.404492539573,-34.608216527535,ciclista,auto,,masculino,33,leve,2020,1,1,1,1
LC-2020-0003360,1,2020-01-02,17,avenida,14,-58.431561455891,-34.576609010579,ciclista,,,femenino,,leve,2020,1,1,1,1
LC-2020-0004057,1,2020-01-03,3,calle,15,-58.445753737126,-34.600574687554,ciclista,auto,,masculino,22,leve,2020,1,1,1,1
LC-2020-0004991,1,2020-01-03,12,calle,4,-58.40628083649,-34.641288112398,ciclista,,,femenino,28,leve,2020,1,1,1,1
LC-2020-0005104,1,2020-01-03,13,avenida,4,-58.362213383248,-34.630804417342,ciclista,,,masculino,39,leve,2020,1,1,1,1
LC-2020-0005389,1,2020-01-03,13,avenida,14,-58.408666752182,-34.582514184732,moto,ciclista,,masculino,29,leve,2020,1,1,1,1
LC-2020-0006408,1,2020-01-03,21,calle,15,-58.479250131233,-34.582504811925,ciclista,movil,,masculino,36,leve,2020,1,1,1,1
LC-2020-0006530,1,2020-01-04,9,avenida,14,-58.408319471806,-34.586545585325,ciclista,,,femenino,44,leve,2020,1,1,1,1
LC-2020-0007386,1,2020-01-04,15,calle,9,-58.514197623621,-34.646697085725,peaton,ciclista,,femenino,78,leve,2020,1,1,1,1
LC-2020-0009145,1,2020-01-05,21,avenida,2,-58.402825196249,-34.595824269206,ciclista,auto,,masculino,41,leve,2020,1,1,1,1
LC-2020-0009835,1,2020-01-06,10,calle,1,-58.388392381074,-34.624937924803,ciclista,camioneta,,masculino,22,leve,2020,1,1,1,1
LC-2020-0010884,1,2020-01-06,16,calle,4,-58.405608797816,-34.637122055018,ciclista,,,,,leve,2020,1,1,1,1
LC-2020-0014194,1,2020-01-07,18,,,,,ciclista,,,masculino,21,leve,2020,1,1,1,1
LC-2020-0014353,1,2020-01-07,17,calle,2,-58.402425751072,-34.590979554343,ciclista,auto,,femenino,36,leve,2020,1,1,1,1
LC-2020-0015351,1,2020-01-08,21,calle,10,-58.510337198913,-34.618835304698,ciclista,,,femenino,26,leve,2020,1,1,1,1
LC-2020-0015414,1,2020-01-08,10,avenida,6,-58.437747876235,-34.618872331104,moto,ciclista,,,,leve,2020,1,1,1,1
LC-2020-0016458,1,2020-01-08,15,calle,9,-58.521960742033,-34.647437946729,ciclista,camioneta,,femenino,72,leve,2020,1,1,1,1
LC-2020-0016725,1,2020-01-08,17,calle,15,-58.443361470828,-34.601665326781,ciclista,camioneta,,masculino,29,leve,2020,1,1,1,1
LC-2020-0016995,1,2020-01-08,20,avenida,2,-58.393513505439,-34.585634832192,ciclista,auto,,,,leve,2020,1,1,1,1
LC-2020-0018772,1,2020-01-09,14,calle,14,-58.420250241486,-34.59687854298,ciclista,,,masculino,55,leve,2020,1,1,1,1
LC-2020-0019258,1,2020-01-09,16,avenida,15,-58.460331410971,-34.585698833823,ciclista,auto,,masculino,44,leve,2020,1,1,1,1
LC-2020-0019339,1,2020-01-09,19,calle,1,-58.379753298234,-34.628026928588,ciclista,auto,,masculino,,leve,2020,1,1,1,1
LC-2020-0020243,1,2020-01-10,10,avenida,14,-58.421060074882,-34.594163324938,ciclista,auto,,masculino,27,leve,2020,1,1,1,1
LC-2020-0020892,1,2020-01-10,12,avenida,11,-58.481103390744,-34.612139224711,ciclista,auto,,masculino,42,leve,2020,1,1,1,1
LC-2020-0021470,1,2020-01-10,10,calle,1,-58.37869851284,-34.619731174875,ciclista,camioneta,,masculino,55,leve,2020,1,1,1,1
LC-2020-0021828,1,2020-01-10,19,avenida,15,-58.472072162249,-34.579800620133,ciclista,moto,,femenino,30,leve,2020,1,1,1,1
LC-2020-0021881,1,2020-01-10,18,calle,15,-58.437043038378,-34.594331404878,ciclista,,,femenino,28,leve,2020,1,1,1,1
LC-2020-0021928,1,2020-01-10,18,calle,14,-58.421891077932,-34.597190625659,ciclista,auto,,masculino,25,leve,2020,1,1,1,1
LC-2020-0022552,1,2020-01-11,8,avenida,8,-58.449958608829,-34.664927069505,ciclista,auto,,masculino,32,leve,2020,1,1,1,1
LC-2020-0023539,1,2020-01-11,21,avenida,9,-58.510610625883,-34.649724726312,ciclista,auto,,masculino,39,leve,2020,1,1,1,1
LC-2020-0024603,1,2020-01-12,20,avenida,3,-58.404073266087,-34.614596069049,ciclista,auto,,masculino,53,leve,2020,1,1,1,1
LC-2020-0024721,1,2020-01-12,0,calle,5,-58.424928023058,-34.628639816388,ciclista,auto,,masculino,29,leve,2020,1,1,1,1
LC-2020-0024819,1,2020-01-13,18,calle,11,-58.509731889638,-34.603610414825,ciclista,camioneta,,masculino,60,leve,2020,1,1,1,1
LC-2020-0024867,1,2020-01-13,22,avenida,7,-58.454668316833,-34.631388594731,ciclista,,,masculino,43,leve,2020,1,1,1,1
LC-2020-0026536,1,2020-01-13,23,calle,14,-58.435390882598,-34.584872283738,ciclista,taxi,,masculino,25,leve,2020,1,1,1,1
LC-2020-0026963,1,2020-01-13,16,calle,12,-58.49371923265,-34.551448032631,ciclista,,,masculino,62,leve,2020,1,1,1,1
LC-2020-0027088,1,2020-01-13,18,avenida,4,-58.397586970376,-34.643431225039,ciclista,transporte publico,,masculino,28,leve,2020,1,1,1,1
LC-2020-0027260,1,2020-01-13,17,avenida,3,-58.410348956136,-34.610438687577,ciclista,moto,,femenino,,leve,2020,1,1,1,1
LC-2020-0030210,1,2020-01-15,6,avenida,1,-58.370967744576,-34.626645716885,ciclista,transporte publico,,masculino,,leve,2020,1,1,1,1
LC-2020-0031929,1,2020-01-15,19,avenida,12,-58.506261843471,-34.568241676584,ciclista,auto,,masculino,36,leve,2020,1,1,1,1
LC-2020-0032603,1,2020-01-16,8,,,,,ciclista,,,masculino,34,leve,2020,1,1,1,1
LC-2020-0033993,1,2020-01-16,15,,,,,ciclista,auto,,masculino,60,leve,2020,1,1,1,1
LC-2020-0034428,1,2020-01-16,20,calle,2,-58.394457189438,-34.588586906193,ciclista,camioneta,,masculino,47,leve,2020,1,1,1,1
LC-2020-0034471,1,2020-01-16,21,avenida,3,-58.406125697379,-34.614975947044,ciclista,camion,,masculino,,leve,2020,1,1,1,1
LC-2020-0036502,1,2020-01-17,16,calle,4,-58.405608797816,-34.637122055018,ciclista,transporte publico,,masculino,46,leve,2020,1,1,1,1
LC-2020-0036958,1,2020-01-17,19,avenida,13,-58.446871975618,-34.55763691552,ciclista,auto,,femenino,32,leve,2020,1,1,1,1
LC-2020-0037018,1,2020-01-17,22,calle,15,-58.43162434387,-34.596438744474,ciclista,camioneta,,masculino,22,leve,2020,1,1,1,1
LC-2020-0040501,1,2020-01-20,12,,,,,ciclista,auto,,femenino,25,leve,2020,1,1,1,1
LC-2020-0041821,1,2020-01-20,18,avenida,13,-58.470157786089,-34.550055046949,ciclista,auto,,masculino,39,leve,2020,1,1,1,1
LC-2020-0042024,1,2020-01-20,17,calle,13,-58.455733662915,-34.568310833164,ciclista,objeto fijo,,,,leve,2020,1,1,1,1
LC-2020-0042151,1,2020-01-20,19,calle,14,-58.435576772485,-34.568174748982,ciclista,transporte publico,,masculino,25,leve,2020,1,1,1,1
LC-2020-0042671,1,2020-01-21,8,avenida,3,-58.401688760795,-34.623901288851,ciclista,auto,,masculino,38,leve,2020,1,1,1,1
LC-2020-0044173,1,2020-01-21,20,calle,12,-58.476990665875,-34.555440794844,ciclista,taxi,,masculino,26,leve,2020,1,1,1,1
LC-2020-0044261,1,2020-01-21,14,avenida,3,-58.391878429433,-34.610339553516,ciclista,transporte publico,,femenino,28,leve,2020,1,1,1,1
LC-2020-0046459,1,2020-01-22,14,calle,1,-58.387905106722,-34.604102286485,ciclista,moto,,masculino,21,leve,2020,1,1,1,1
LC-2020-0049943,1,2020-01-24,22,avenida,1,-58.358815066481,-34.611136413572,ciclista,auto,,femenino,44,leve,2020,1,1,1,1
LC-2020-0051893,1,2020-01-24,18,calle,12,-58.50827710485,-34.576638935434,ciclista,auto,,masculino,,leve,2020,1,1,1,1
LC-2020-0052154,1,2020-01-24,19,avenida,14,-58.41316147916,-34.575796696868,ciclista,taxi,,femenino,26,leve,2020,1,1,1,1
LC-2020-0053548,1,2020-01-26,22,avenida,7,-58.467491887068,-34.635517513682,ciclista,camioneta,,,,leve,2020,1,1,1,1
LC-2020-0054720,1,2020-01-27,19,avenida,5,-58.419427844853,-34.621192428121,ciclista,,,masculino,22,leve,2020,1,1,1,1
LC-2020-0056047,2,2020-01-27,12,calle,14,-58.435143471395,-34.581691343344,ciclista,taxi,,masculino,47,leve,2020,1,1,1,1
LC-2020-0056047,2,2020-01-27,12,calle,14,-58.435143471395,-34.581691343344,ciclista,taxi,,femenino,40,leve,2020,1,1,1,2
LC-2020-0057129,1,2020-01-27,18,avenida,6,-58.434506571639,-34.625701802135,ciclista,transporte publico,,femenino,31,leve,2020,1,1,1,1
LC-2020-0057225,1,2020-01-27,16,calle,13,-58.449109961958,-34.579351942166,ciclista,auto,,,,leve,2020,1,1,1,1
LC-2020-0057681,1,2020-01-28,13,calle,15,-58.452361075817,-34.593077450977,ciclista,otro,,masculino,32,leve,2020,1,1,1,1
LC-2020-0058400,1,2020-01-28,11,calle,7,-58.464761179353,-34.628245448211,ciclista,auto,,masculino,19,leve,2020,1,1,1,1
LC-2020-0058549,1,2020-01-28,13,calle,9,-58.509708649178,-34.666417791716,ciclista,auto,,femenino,28,leve,2020,1,1,1,1
LC-2020-0059474,1,2020-01-28,19,calle,6,-58.44062219281,-34.624991070737,ciclista,,,femenino,29,leve,2020,1,1,1,1
LC-2020-0059849,1,2020-01-28,23,calle,5,-58.414532050899,-34.614288229345,ciclista,auto,,masculino,,leve,2020,1,1,1,1
LC-2020-0058430,1,2020-01-28,9,,,,,ciclista,objeto fijo,,masculino,23,leve,2020,1,1,1,1
LC-2020-0060768,1,2020-01-29,10,calle,6,-58.436923294261,-34.621816284208,ciclista,,,masculino,40,leve,2020,1,1,1,1
LC-2020-0060793,1,2020-01-29,9,avenida,12,-58.489477005794,-34.584489553981,ciclista,,,,,leve,2020,1,1,1,1
LC-2020-0062249,1,2020-01-29,15,avenida,14,-58.413157644063,-34.587003592548,ciclista,auto,,masculino,19,leve,2020,1,1,1,1
LC-2020-0062620,1,2020-01-30,1,avenida,15,-58.449564062602,-34.602896908379,ciclista,moto,,masculino,30,leve,2020,1,1,1,1
LC-2020-0064974,1,2020-01-30,21,avenida,6,-58.44896303822,-34.61830880553,ciclista,transporte publico,,,,leve,2020,1,1,1,1
LC-2020-0065196,1,2020-01-31,0,calle,13,-58.46047821913,-34.54509431226,ciclista,taxi,,,,leve,2020,1,1,1,1
LC-2020-0066637,1,2020-01-31,14,calle,4,-58.378073910514,-34.637645724919,ciclista,auto,,masculino,31,leve,2020,1,1,1,1
LC-2020-0066977,1,2020-01-31,16,calle,12,-58.47355323361,-34.559798483607,ciclista,camioneta,,masculino,55,leve,2020,1,1,1,1
LC-2020-0066985,1,2020-01-31,17,calle,15,-58.469778414696,-34.574095616594,ciclista,auto,,,,leve,2020,1,1,1,1
LC-2020-0067167,1,2020-01-31,19,calle,11,-58.472741762441,-34.611109047295,ciclista,auto,,masculino,55,leve,2020,1,1,1,1
LC-2020-0067413,1,2020-01-31,17,calle,3,-58.397179147371,-34.608508638067,ciclista,auto,,masculino,32,leve,2020,1,1,1,1
LC-2020-0067534,1,2020-01-31,22,avenida,15,-58.463187670105,-34.575105299845,ciclista,,,masculino,,leve,2020,1,1,1,1
LC-2020-0067645,1,2020-02-01,23,avenida,15,-58.492907996304,-34.597067301924,ciclista,transporte publico,,masculino,36,leve,2020,2,1,1,1
LC-2020-0068444,1,2020-02-01,13,calle,15,-58.491881640687,-34.587905210107,ciclista,auto,,femenino,27,leve,2020,2,1,1,1
LC-2020-0068752,1,2020-02-01,18,avenida,14,-58.42653328892,-34.57816791121,ciclista,moto,,masculino,48,leve,2020,2,1,1,1
LC-2020-0068788,1,2020-02-01,15,calle,9,-58.525998897473,-34.642291557395,ciclista,auto,,masculino,28,leve,2020,2,1,1,1
LC-2020-0070158,1,2020-02-02,19,avenida,1,-58.36980170839,-34.617164579149,ciclista,auto,,,,leve,2020,2,1,1,1
LC-2020-0070202,1,2020-02-02,21,calle,10,-58.500531095742,-34.612571075624,ciclista,auto,,femenino,,leve,2020,2,1,1,1
LC-2020-0071399,1,2020-02-03,11,avenida,15,-58.444301374112,-34.594763673349,ciclista,auto,,masculino,36,leve,2020,2,1,1,1
LC-2020-0071596,1,2020-02-03,13,avenida,1,-58.376662691806,-34.603404177825,ciclista,taxi,,,,leve,2020,2,1,1,1
LC-2020-0071904,1,2020-02-03,7,avenida,1,-58.365747008631,-34.618062260158,ciclista,auto,,,,leve,2020,2,1,1,1
LC-2020-0071969,1,2020-02-03,8,calle,7,-58.426703998234,-34.638544236401,ciclista,auto,,masculino,35,leve,2020,2,1,1,1
LC-2020-0072988,1,2020-02-04,23,calle,13,-58.459281859565,-34.560742390015,ciclista,transporte publico,,masculino,24,leve,2020,2,1,1,1
LC-2020-0073866,1,2020-02-04,10,avenida,4,-58.412350792404,-34.640887838079,ciclista,auto,,masculino,19,leve,2020,2,1,1,1
LC-2020-0073922,1,2020-02-04,11,calle,15,-58.440671771778,-34.590461714663,ciclista,camioneta,,masculino,25,leve,2020,2,1,1,1
LC-2020-0074482,1,2020-02-04,10,avenida,4,-58.395958120944,-34.635371810189,ciclista,,,masculino,25,leve,2020,2,1,1,1
LC-2020-0075849,1,2020-02-05,7,calle,15,-58.444283440513,-34.587508758536,ciclista,auto,,masculino,24,leve,2020,2,1,1,1
LC-2020-0078156,1,2020-02-06,17,avenida,15,-58.453597831205,-34.579841961076,ciclista,camioneta,,masculino,32,leve,2020,2,1,1,1
LC-2020-0079959,1,2020-02-06,16,calle,2,-58.405500708019,-34.587177674301,ciclista,camioneta,,masculino,47,leve,2020,2,1,1,1
LC-2020-0081304,1,2020-02-07,17,avenida,1,-58.381570494457,-34.608426700878,ciclista,,,masculino,47,leve,2020,2,1,1,1
LC-2020-0083974,1,2020-02-08,13,avenida,12,-58.491178226865,-34.555089991374,ciclista,auto,,femenino,27,leve,2020,2,1,1,1
LC-2020-0084961,1,2020-02-09,13,avenida,13,-58.431173439107,-34.546941288041,ciclista,auto,,masculino,35,leve,2020,2,1,1,1
LC-2020-0086306,1,2020-02-10,11,avenida,5,-58.421479654999,-34.610091077119,ciclista,moto,,,,leve,2020,2,1,1,1
LC-2020-0086596,1,2020-02-10,11,calle,11,-58.494639657048,-34.602236527355,ciclista,auto,,,,leve,2020,2,1,1,1
