id_siniestro,nro_victimas,fecha,franja_hora,tipo_calle,comuna,longitud,latitud,vehiculo_victima,vehiculo_acusado,rol,sexo,edad,gravedad
2019-0033,1,2019-04-18,1,autopista,1,-58.36607137,-34.62150748,moto,,conductor,masculino,25,fatal
2019-0034,1,2019-04-21,9,avenida,7,-58.45537373,-34.65093074,moto,objeto fijo,conductor,masculino,,fatal
2019-0035,1,2019-04-23,14,calle,1,-58.37942637,-34.60053054,peaton,bicicleta,peaton,femenino,75,fatal
2019-0036,1,2019-04-26,22,calle,6,-58.43680440,-34.62147504,moto,auto,conductor,masculino,34,fatal
2019-0037,1,2019-05-01,23,avenida,3,-58.40778291,-34.61971907,moto,auto,conductor,masculino,17,fatal
2019-0038,1,2019-05-04,14,avenida,13,-58.45212523,-34.54628513,peaton,moto,peaton,femenino,42,fatal
2019-0039,1,2019-05-09,3,avenida,7,-58.46749188,-34.63551751,moto,auto,conductor,masculino,28,fatal
2019-0040,1,2019-05-09,12,calle,7,-58.44263580,-34.63679732,moto,,conductor,masculino,44,fatal
2019-0041,1,2019-05-11,20,avenida,9,-58.51140289,-34.65846419,auto,multiple,pasajero_acompañante,femenino,78,fatal
2019-0042,1,2019-05-14,15,calle,1,-58.38211431,-34.62465368,peaton,pasajeros,peaton,masculino,39,fatal
2019-0043,1,2019-05-21,9,avenida,1,-58.36951669,-34.59832047,bicicleta,cargas,ciclista,femenino,,fatal
2019-0044,1,2019-05-27,12,avenida,5,-58.41635217,-34.62036547,peaton,moto,peaton,femenino,77,fatal
2019-0045,1,2019-06-03,7,avenida,14,-58.41316147,-34.57579669,moto,cargas,conductor,masculino,33,fatal
2019-0046,1,2019-06-04,9,gral paz,13,-58.47617802,-34.53825652,moto,auto,pasajero_acompañante,femenino,26,fatal
2019-0047,1,2019-06-06,10,avenida,4,-58.38641783,-34.63330028,peaton,cargas,peaton,masculino,76,fatal
2019-0048,1,2019-06-07,7,avenida,6,-58.45322169,-34.62038137,moto,cargas,conductor,masculino,32,fatal
2019-0049,1,2019-06-08,9,calle,13,-58.45849057,-34.56166498,peaton,cargas,peaton,femenino,72,fatal
2019-0050,1,2019-06-08,23,avenida,14,-58.41829559,-34.59411677,moto,cargas,conductor,masculino,21,fatal
2019-0051,1,2019-06-11,10,calle,4,-58.36376488,-34.63832093,moto,auto,conductor,masculino,41,fatal
2019-0053,1,2019-06-14,17,avenida,8,-58.46442668,-34.66004784,auto,auto,pasajero_acompañante,masculino,49,fatal
2019-0054,1,2019-06-20,3,calle,15,-58.48222035,-34.58428769,moto,objeto fijo,conductor,masculino,21,fatal
2019-0055,1,2019-06-20,19,avenida,1,-58.36819005,-34.60283208,moto,pasajeros,conductor,masculino,47,fatal
2019-0056,1,2019-06-29,17,avenida,7,-58.45877601,-34.62330939,peaton,auto,peaton,femenino,75,fatal
2019-0057,1,2019-07-05,19,calle,13,-58.44196498,-34.55760517,peaton,auto,peaton,femenino,63,fatal
2019-0058,1,2019-07-10,9,autopista,10,-58.50622631,-34.63627822,moto,pasajeros,conductor,masculino,39,fatal
2019-0059,1,2019-07-13,22,calle,1,-58.38410880,-34.63099197,moto,pasajeros,conductor,masculino,30,fatal
2019-0060,1,2019-07-17,11,avenida,10,-58.48100602,-34.63504312,peaton,auto,peaton,femenino,78,fatal
2019-0061,1,2019-07-17,18,calle,13,-58.45200171,-34.55781320,peaton,pasajeros,peaton,femenino,58,fatal
2019-0062,1,2019-08-01,23,avenida,13,-58.44462132,-34.56201105,peaton,pasajeros,peaton,femenino,60,fatal
2019-0063,1,2019-08-04,1,avenida,15,-58.45220688,-34.58711712,moto,pasajeros,pasajero_acompañante,masculino,,fatal
2019-0064,1,2019-08-06,3,avenida,7,-58.45962210,-34.62245140,moto,auto,conductor,masculino,20,fatal
2019-0065,1,2019-08-08,16,calle,4,-58.41970850,-34.65414867,peaton,pasajeros,peaton,femenino,55,fatal
2019-0066,1,2019-08-11,21,avenida,7,-58.44187596,-34.64938031,peaton,auto,peaton,masculino,40,fatal
2019-0067,1,2019-08-14,15,calle,10,-58.49101637,-34.64276621,moto,cargas,conductor,masculino,35,fatal
2019-0068,1,2019-08-14,17,avenida,8,-58.42493829,-34.66256502,moto,moto,conductor,masculino,53,fatal
2019-0069,1,2019-08-17,5,avenida,4,-58.40489318,-34.62930162,moto,auto,conductor,masculino,43,fatal
2019-0070,1,2019-08-22,12,avenida,14,-58.42686680,-34.59217875,moto,bicicleta,conductor,masculino,25,fatal
2019-0071,1,2019-08-27,11,avenida,9,-58.47961100,-34.65620398,peaton,cargas,peaton,masculino,,fatal
2019-0072,1,2019-08-28,6,avenida,10,-58.47439934,-34.63524207,auto,auto,conductor,masculino,22,fatal
2019-0073,1,2019-08-29,1,avenida,15,-58.46711912,-34.57926018,auto,objeto fijo,conductor,masculino,29,fatal
2019-0074,1,2019-08-29,9,autopista,13,-58.46514781,-34.53465378,moto,cargas,conductor,masculino,35,fatal
2019-0075,1,2019-08-30,23,calle,4,-58.37571078,-34.65584079,moto,pasajeros,conductor,masculino,31,fatal
2019-0076,1,2019-09-05,18,autopista,4,-58.37157668,-34.65429986,moto,cargas,conductor,femenino,29,fatal
2019-0077,1,2019-09-08,3,avenida,14,-58.39811256,-34.58070186,peaton,auto,peaton,femenino,28,fatal
2019-0078,1,2019-09-12,8,avenida,4,-58.41125934,-34.65417740,peaton,cargas,peaton,femenino,72,fatal
2019-0079,1,2019-09-17,5,calle,5,-58.41822901,-34.61866836,moto,pasajeros,conductor,masculino,57,fatal
2019-0080,1,2019-09-17,18,gral paz,13,-58.47617802,-34.53825652,peaton,moto,peaton,masculino,76,fatal
2019-0081,1,2019-09-23,16,avenida,15,-58.46141281,-34.58623761,peaton,pasajeros,peaton,masculino,67,fatal
2019-0082,1,2019-09-25,7,avenida,8,-58.42985146,-34.66119740,bicicleta,cargas,ciclista,masculino,47,fatal
2019-0083,1,2019-09-26,8,calle,9,-58.48457413,-34.65839090,auto,auto,conductor,masculino,73,fatal
2019-0084,1,2019-09-27,11,calle,7,-58.46572884,-34.63628186,bicicleta,cargas,ciclista,femenino,40,fatal
2019-0085,1,2019-10-09,22,calle,10,-58.49261744,-34.63419130,bicicleta,tren,ciclista,masculino,20,fatal
2019-0086,1,2019-10-15,14,avenida,15,-58.45283186,-34.58841560,moto,pasajeros,conductor,masculino,29,fatal
2019-0087,1,2019-10-21,21,avenida,12,-58.47973681,-34.57418656,moto,moto,conductor,masculino,41,fatal
2019-0088,1,2019-10-22,20,avenida,4,-58.40623949,-34.65076549,peaton,pasajeros,peaton,masculino,27,fatal
2019-0089,1,2019-10-23,15,avenida,4,-58.36244648,-34.63107887,peaton,cargas,peaton,femenino,92,fatal
2019-0090,1,2019-10-24,18,avenida,9,-58.49962423,-34.64868027,peaton,moto,peaton,masculino,67,fatal
2019-0091,1,2019-11-01,20,avenida,15,-58.44551437,-34.59559816,peaton,pasajeros,peaton,masculino,35,fatal
2019-0092,1,2019-11-03,10,calle,4,-58.35608181,-34.63420319,peaton,pasajeros,peaton,masculino,37,fatal
2019-0093,1,2019-11-13,11,avenida,11,-58.46483679,-34.60907662,bicicleta,otro,ciclista,masculino,16,fatal
2019-0094,1,2019-11-18,14,calle,15,-58.44368628,-34.59724326,moto,otro,pasajero_acompañante,femenino,,fatal
2019-0095,1,2019-11-20,15,autopista,1,-58.37864583,-34.62907067,moto,cargas,conductor,masculino,,fatal
2019-0096,1,2019-11-22,19,avenida,1,-58.37560352,-34.62726382,peaton,pasajeros,peaton,masculino,73,fatal
2019-0097,1,2019-11-25,8,autopista,9,-58.47721439,-34.64815069,moto,multiple,pasajero_acompañante,femenino,23,fatal
2019-0098,1,2019-11-25,14,avenida,15,-58.45134029,-34.58984288,pasajeros,pasajeros,pasajero_acompañante,femenino,61,fatal
2019-0100,1,2019-12-05,17,avenida,12,-58.49040794,-34.58368803,moto,auto,conductor,masculino,38,fatal
2019-0101,1,2019-12-17,4,avenida,4,-58.42102679,-34.64991178,moto,moto,conductor,masculino,25,fatal
2019-0102,1,2019-12-17,14,calle,9,-58.52219407,-34.64143926,moto,auto,conductor,masculino,18,fatal
2019-0103,1,2019-12-18,,gral paz,11,-58.52169422,-34.59471640,moto,moto,conductor,masculino,24,fatal
2019-0104,1,2019-12-21,4,avenida,10,-58.47460416,-34.63206174,moto,auto,pasajero_acompañante,femenino,23,fatal
2019-0105,1,2019-05-05,11,avenida,10,-58.50512382,-34.61520391,peaton,auto,peaton,femenino,82,fatal
2020-0001,1,2020-01-04,10,calle,15,-58.43910409,-34.59213355,peaton,auto,peaton,femenino,87,fatal
2020-0002,1,2020-01-05,20,avenida,7,-58.45019436,-34.64646409,moto,objeto fijo,conductor,masculino,36,fatal
2020-0003,1,2020-01-11,6,avenida,3,-58.39337644,-34.60927582,peaton,auto,peaton,masculino,44,fatal
2020-0004,1,2020-01-14,21,avenida,1,-58.39055614,-34.60919284,peaton,pasajeros,peaton,masculino,82,fatal
2020-0005,1,2020-01-14,6,avenida,3,-58.41036975,-34.62477021,moto,pasajeros,conductor,masculino,25,fatal
2020-0006,1,2020-01-20,12,avenida,8,-58.44925765,-34.65412546,moto,cargas,conductor,masculino,23,fatal
2020-0007,1,2020-01-27,0,calle,1,-58.38156850,-34.61648696,peaton,moto,peaton,masculino,52,fatal
2020-0008,1,2020-01-30,7,avenida,2,-58.40662899,-34.59804521,moto,cargas,conductor,masculino,49,fatal
2020-0009,1,2020-02-04,14,calle,5,-58.41985649,-34.60600850,peaton,auto,peaton,masculino,48,fatal
2020-0010,1,2020-02-08,5,avenida,1,-58.38099833,-34.62214953,moto,objeto fijo,conductor,masculino,,fatal
2020-0011,1,2020-02-12,11,calle,5,-58.41803309,-34.61823178,moto,cargas,conductor,masculino,31,fatal
2020-0012,1,2020-02-18,21,calle,3,-58.40604003,-34.61783553,peaton,moto,peaton,femenino,66,fatal
2020-0013,1,2020-02-20,12,avenida,15,-58.47549929,-34.57994061,peaton,moto,peaton,femenino,58,fatal
2020-0014,1,2020-02-27,2,calle,11,-58.51398484,-34.61600366,moto,pasajeros,conductor,masculino,,fatal
2020-0015,1,2020-02-28,14,avenida,1,-58.36797542,-34.62519403,moto,pasajeros,conductor,masculino,29,fatal
2020-0016,1,2020-02-29,13,avenida,1,-58.37133616,-34.59879316,peaton,pasajeros,peaton,masculino,68,fatal
2020-0017,1,2020-03-05,23,avenida,3,-58.39613805,-34.61413568,peaton,auto,peaton,masculino,,fatal
2020-0018,1,2020-03-09,14,avenida,13,-58.44903073,-34.54200276,moto,objeto fijo,conductor,masculino,31,fatal
2020-0019,1,2020-03-10,21,calle,5,-58.41972364,-34.62846670,peaton,auto,peaton,femenino,80,fatal
2020-0020,1,2020-03-13,17,avenida,3,-58.40571596,-34.60557123,peaton,moto,peaton,femenino,74,fatal
2020-0021,1,2020-03-14,16,calle,2,-58.41451590,-34.59488319,peaton,auto,peaton,femenino,87,fatal
2020-0022,1,2020-04-07,6,autopista,9,-58.47297505,-34.66245085,auto,cargas,pasajero_acompañante,masculino,44,fatal
2020-0023,1,2020-04-09,18,avenida,4,-58.35791192,-34.63695178,auto,cargas,conductor,masculino,44,fatal
2020-0024,1,2020-04-24,7,calle,9,-58.50801713,-34.65177305,auto,auto,conductor,masculino,53,fatal
2020-0025,1,2020-05-12,5,avenida,3,-58.40258477,-34.60975108,peaton,auto,peaton,masculino,,fatal
2020-0026,1,2020-05-17,6,autopista,14,-58.45757936,-34.53895793,moto,objeto fijo,conductor,masculino,28,fatal
2020-0027,1,2020-05-18,8,avenida,8,-58.48267426,-34.68454456,peaton,cargas,peaton,masculino,76,fatal
2020-0028,1,2020-05-19,10,avenida,15,-58.44248936,-34.60221948,peaton,pasajeros,peaton,masculino,91,fatal
2020-0029,1,2020-06-10,14,gral paz,9,-58.52909134,-34.63886726,peaton,pasajeros,peaton,masculino,80,fatal
2020-0030,1,2020-06-16,15,avenida,6,-58.45158942,-34.60646580,moto,multiple,conductor,masculino,40,fatal
2020-0031,1,2020-06-30,8,avenida,9,-58.49344309,-34.65788529,moto,cargas,conductor,masculino,29,fatal
2020-0032,1,2020-07-10,23,avenida,15,-58.44259166,-34.59635137,moto,auto,conductor,masculino,21,fatal
2020-0033,1,2020-07-19,6,gral paz,13,-58.46743471,-34.53476874,auto,objeto fijo,conductor,masculino,32,fatal
2020-0034,1,2020-08-02,3,calle,3,-58.41178158,-34.60922259,peaton,auto,peaton,femenino,,fatal
2020-0035,1,2020-08-04,5,autopista,7,-58.45068621,-34.63638927,moto,pasajeros,conductor,masculino,40,fatal
2020-0036,1,2020-08-07,18,avenida,14,-58.42016954,-34.58778790,peaton,moto,peaton,masculino,72,fatal
2020-0037,1,2020-08-29,4,avenida,8,-58.43850413,-34.65554754,peaton,auto,peaton,masculino,38,fatal
2020-0038,2,2020-08-30,4,avenida,14,-58.40617526,-34.58345898,auto,auto,conductor,masculino,46,fatal
2020-0038,2,2020-08-30,4,avenida,14,-58.40617526,-34.58345898,auto,auto,conductor,masculino,64,fatal
2020-0039,1,2020-09-01,19,calle,9,-58.4830962,-34.67140515,peaton,cargas,peaton,masculino,44,fatal
2020-0040,1,2020-09-12,3,avenida,2,-58.38526125,-34.57805810,auto,objeto fijo,conductor,masculino,,fatal
2020-0041,1,2020-09-28,1,avenida,7,-58.44750470,-34.63491705,moto,pasajeros,conductor,masculino,34,fatal
2020-0042,1,2020-09-29,17,avenida,8,-58.46745752,-34.68192648,peaton,pasajeros,peaton,femenino,53,fatal
2020-0043,1,2020-09-30,17,avenida,1,-58.37202621,-34.59717942,peaton,pasajeros,peaton,masculino,64,fatal
2020-0044,1,2020-10-05,0,avenida,6,-58.42779702,-34.62207347,auto,auto,conductor,masculino,43,fatal
2020-0045,1,2020-10-19,3,gral paz,8,-58.46244952,-34.70524971,auto,cargas,conductor,masculino,50,fatal
2020-0046,1,2020-10-27,21,avenida,11,-58.48440160,-34.60776782,moto,moto,conductor,masculino,41,fatal
2020-0047,1,2020-10-27,14,autopista,9,-58.46668375,-34.65174801,peaton,cargas,peaton,masculino,15,fatal
2020-0048,1,2020-10-29,20,avenida,15,-58.44958780,-34.59322448,moto,objeto fijo,conductor,masculino,41,fatal
2020-0049,1,2020-10-30,20,avenida,1,-58.37533517,-34.59276462,peaton,auto,peaton,masculino,36,fatal
2020-0050,1,2020-11-01,22,avenida,14,-58.42525456,-34.57866344,peaton,moto,peaton,femenino,28,fatal
2020-0051,1,2020-11-05,0,avenida,10,-58.48493828,-34.62981124,moto,auto,conductor,masculino,49,fatal
2020-0052,1,2020-11-07,6,avenida,3,-58.40480504,-34.60183884,bicicleta,cargas,ciclista,masculino,44,fatal
2020-0053,1,2020-11-09,3,avenida,4,-58.41125934,-34.65417740,auto,auto,pasajero_acompañante,masculino,27,fatal
2020-0054,1,2020-11-19,9,calle,4,-58.39956546,-34.62977080,bicicleta,auto,ciclista,masculino,59,fatal
2020-0055,1,2020-11-19,12,avenida,12,-58.49005682,-34.57868970,peaton,cargas,peaton,masculino,91,fatal
2020-0056,1,2020-11-21,13,gral paz,8,-58.47064556,-34.69843756,moto,cargas,conductor,femenino,34,fatal
2020-0057,1,2020-11-23,7,avenida,11,-58.47501560,-34.61945902,peaton,auto,peaton,masculino,84,fatal
2020-0058,1,2020-11-24,16,avenida,10,-58.48727942,-34.63652467,peaton,auto,peaton,masculino,57,fatal
2020-0059,1,2020-12-01,6,calle,1,-58.37951690,-34.62794241,peaton,pasajeros,peaton,femenino,49,fatal
2020-0060,1,2020-12-03,20,avenida,9,-58.47750832,-34.65672199,peaton,moto,peaton,femenino,69,fatal
2020-0061,1,2020-12-03,14,autopista,13,-58.44927253,-34.54048625,moto,cargas,conductor,masculino,45,fatal
2020-0062,1,2020-12-04,17,calle,3,-58.39246272,-34.61253541,bicicleta,pasajeros,ciclista,masculino,47,fatal
2020-0063,2,2020-12-05,7,calle,11,-58.52783814,-34.61047001,peaton_moto,moto,peaton,masculino,38,fatal
2020-0063,2,2020-12-05,7,calle,11,-58.52783814,-34.61047001,peaton_moto,moto,pasajero_acompañante,masculino,21,fatal
2020-0065,1,2020-12-05,16,gral paz,12,-58.49332664,-34.54836855,moto,auto,conductor,masculino,24,fatal
2020-0066,1,2020-12-07,4,autopista,10,-58.50178784,-34.63593897,moto,objeto fijo,conductor,masculino,27,fatal
2020-0067,1,2020-12-11,22,avenida,4,-58.41657793,-34.65476216,peaton,pasajeros,peaton,masculino,51,fatal
2020-0068,1,2020-12-12,20,avenida,2,-58.39731474,-34.58307887,moto,auto,conductor,masculino,71,fatal
2020-0069,1,2020-12-15,5,avenida,1,-58.38746381,-34.61790839,moto,pasajeros,pasajero_acompañante,masculino,25,fatal
2020-0070,1,2020-12-17,15,avenida,2,-58.39189441,-34.59176378,peaton,pasajeros,peaton,femenino,81,fatal
2020-0071,1,2020-12-17,23,avenida,7,-58.46749188,-34.63551751,peaton,auto,peaton,masculino,4,fatal
2020-0072,1,2020-12-19,3,avenida,3,-58.40280471,-34.62113271,bicicleta,auto,ciclista,masculino,42,fatal
2020-0073,1,2020-12-20,7,avenida,8,-58.44451316,-34.68475866,moto,objeto fijo,conductor,masculino,56,fatal
2020-0074,1,2020-12-20,21,avenida,7,-58.47110424,-34.62742408,auto,auto,conductor,masculino,39,fatal
2020-0075,1,2020-12-23,14,avenida,1,-58.38220928,-34.60373898,peaton,pasajeros,peaton,masculino,23,fatal
2020-0076,1,2020-12-24,12,avenida,10,-58.49794468,-34.61565025,auto,pasajeros,conductor,femenino,78,fatal
2020-0077,2,2020-12-25,6,avenida,15,-58.47220945,-34.60111373,moto,auto,conductor,femenino,30,fatal
2020-0077,2,2020-12-25,6,avenida,15,-58.47220945,-34.60111373,moto,auto,pasajero_acompañante,femenino,24,fatal
2020-0078,1,2020-12-25,5,calle,7,-58.43706741,-34.63217813,bicicleta,pasajeros,ciclista,masculino,26,fatal
2020-0079,1,2020-12-27,4,gral paz,12,-58.49332664,-34.54836855,moto,objeto fijo,conductor,masculino,28,fatal
2021-0001,1,2021-01-06,18,autopista,1,-58.37960727,-34.62622851,moto,auto,conductor,masculino,36,fatal
2021-0002,1,2021-01-07,10,avenida,9,-58.51061062,-34.64972472,moto,cargas,conductor,femenino,47,fatal
2021-0003,1,2021-01-10,7,autopista,7,-58.43052224,-34.62941648,moto,objeto fijo,conductor,masculino,27,fatal
2021-0004,1,2021-01-11,9,avenida,5,-58.41455544,-34.63866836,peaton,cargas,peaton,femenino,61,fatal
2021-0005,1,2021-01-11,21,avenida,9,-58.46774439,-34.64730145,peaton,auto,peaton,masculino,73,fatal
2021-0006,1,2021-01-12,21,autopista,14,-58.40786274,-34.56726817,moto,cargas,pasajero_acompañante,femenino,23,fatal
2021-0007,1,2021-01-18,10,avenida,15,-58.48744301,-34.58622275,moto,moto,conductor,masculino,84,fatal
2021-0008,1,2021-01-22,23,avenida,4,-58.41657793,-34.65476216,peaton,pasajeros,peaton,masculino,28,fatal
2021-0009,1,2021-01-23,5,avenida,6,-58.45351111,-34.61134937,moto,objeto fijo,conductor,masculino,31,fatal
2021-0010,1,2021-01-23,8,gral paz,12,-58.50073810,-34.54979510,moto,auto,conductor,masculino,28,fatal
2021-0011,1,2021-01-27,1,avenida,2,-58.39144148,-34.59564871,peaton,auto,peaton,masculino,21,fatal
2021-0012,1,2021-01-29,20,autopista,8,-58.48191128,-34.68385968,peaton,auto,peaton,masculino,,fatal
2021-0013,1,2021-01-31,6,avenida,10,-58.48727942,-34.63652467,moto,objeto fijo,conductor,masculino,41,fatal
2021-0014,1,2021-02-02,0,avenida,15,-58.48328708,-34.59779521,peaton,auto,peaton,masculino,28,fatal
2021-0015,1,2021-02-06,3,avenida,15,-58.49018543,-34.59724990,moto,objeto fijo,conductor,masculino,26,fatal
2021-0016,1,2021-02-14,5,avenida,8,-58.47230127,-34.68482689,auto,objeto fijo,conductor,masculino,22,fatal
2021-0017,1,2021-02-17,4,avenida,1,-58.38262614,-34.63168269,moto,pasajeros,conductor,masculino,33,fatal
2021-0018,1,2021-02-20,19,calle,3,-58.41047268,-34.60793518,peaton,auto,peaton,masculino,36,fatal
2021-0019,1,2021-02-21,1,avenida,12,-58.49659234,-34.56353635,moto,objeto fijo,conductor,masculino,30,fatal
2021-0020,1,2021-02-21,15,calle,5,-58.42462955,-34.60727189,peaton,cargas,peaton,femenino,,fatal
2021-0021,1,2021-02-26,5,calle,3,-58.41168345,-34.61185625,moto,objeto fijo,conductor,masculino,39,fatal
2021-0022,1,2021-02-28,12,avenida,13,-58.45157681,-34.55217303,pasajeros,,pasajero_acompañante,masculino,68,fatal
2021-0023,1,2021-03-01,9,autopista,4,-58.3649056,-34.62297422,moto,cargas,conductor,masculino,24,fatal
2021-0024,1,2021-03-03,16,avenida,9,-58.49573651,-34.67006054,bicicleta,cargas,ciclista,masculino,5,fatal
2021-0025,1,2021-03-11,3,gral paz,8,-58.48695354,-34.68795245,moto,otro,conductor,masculino,37,fatal
2021-0026,1,2021-03-15,2,autopista,4,-58.37562539,-34.64449357,moto,objeto fijo,conductor,masculino,36,fatal
2021-0027,1,2021-03-16,15,gral paz,12,-58.49491054,-34.54795581,moto,cargas,conductor,femenino,19,fatal
2021-0028,1,2021-03-29,17,avenida,7,-58.44147621,-34.64357704,peaton,pasajeros,peaton,masculino,,fatal
2021-0029,1,2021-03-31,18,avenida,7,-58.46899119,-34.63215432,auto,auto,conductor,masculino,26,fatal
2021-0030,1,2021-04-03,18,calle,4,-58.38685612,-34.63455776,peaton,pasajeros,peaton,masculino,36,fatal
2021-0031,1,2021-04-07,10,avenida,1,-58.38113667,-34.61765323,peaton,cargas,peaton,femenino,68,fatal
2021-0032,1,2021-04-10,19,autopista,13,-58.44112678,-34.54538956,peaton,moto,peaton,masculino,60,fatal
2021-0033,1,2021-04-14,17,autopista,5,-58.41595919,-34.62743346,auto,objeto fijo,conductor,masculino,33,fatal
2021-0034,1,2021-04-19,14,avenida,4,-58.40184094,-34.64546845,moto,cargas,pasajero_acompañante,femenino,26,fatal
2021-0035,1,2021-05-03,9,avenida,8,-58.44642231,-34.65679806,moto,cargas,conductor,masculino,24,fatal
2021-0036,1,2021-05-09,6,gral paz,11,-58.52340614,-34.59798754,moto,objeto fijo,conductor,masculino,36,fatal
2021-0037,1,2021-05-11,7,avenida,13,-58.46649069,-34.56219075,peaton,pasajeros,peaton,femenino,58,fatal
2021-0038,1,2021-05-14,11,avenida,14,-58.42653328,-34.57816791,moto,cargas,conductor,femenino,44,fatal
2021-0039,1,2021-05-15,12,avenida,9,-58.50407099,-34.65303372,bicicleta,auto,ciclista,masculino,86,fatal
2021-0040,1,2021-05-20,5,gral paz,13,-58.46743471,-34.53476874,moto,auto,conductor,masculino,27,fatal
2021-0041,1,2021-05-20,8,avenida,14,-58.40986646,-34.57728060,peaton,pasajeros,peaton,masculino,75,fatal
2021-0042,1,2021-05-21,5,avenida,9,-58.51739138,-34.63931792,peaton,pasajeros,peaton,masculino,39,fatal
2021-0043,1,2021-05-22,18,avenida,9,-58.50719962,-34.65556223,peaton,auto,peaton,masculino,50,fatal
2021-0044,1,2021-05-25,2,avenida,9,-58.46712311,-34.64600222,moto,objeto fijo,pasajero_acompañante,masculino,21,fatal
2021-0045,1,2021-05-26,17,autopista,4,-58.37709334,-34.64035082,moto,multiple,conductor,masculino,22,fatal
2021-0046,1,2021-05-31,2,avenida,15,-58.46033141,-34.58569883,auto,objeto fijo,pasajero_acompañante,masculino,20,fatal
2021-0047,1,2021-06-02,16,avenida,4,-58.42190745,-34.65633192,moto,auto,conductor,masculino,59,fatal
2021-0048,1,2021-06-03,9,avenida,12,-58.49026573,-34.56981410,bicicleta,auto,ciclista,masculino,44,fatal
2021-0049,1,2021-06-03,20,avenida,8,-58.45410344,-34.66902702,auto,auto,conductor,masculino,74,fatal
2021-0050,1,2021-06-10,13,avenida,13,-58.44751621,-34.55719892,moto,pasajeros,conductor,masculino,56,fatal
2021-0051,1,2021-06-15,19,avenida,4,-58.42040352,-34.66005171,peaton,cargas,peaton,masculino,73,fatal
2021-0052,1,2021-06-20,5,gral paz,8,-58.49530249,-34.68010798,moto,objeto fijo,pasajero_acompañante,femenino,19,fatal
2021-0053,1,2021-06-20,12,avenida,15,-58.44399875,-34.59477360,peaton,bicicleta,peaton,masculino,58,fatal
2021-0054,1,2021-06-22,14,calle,4,-58.42759813,-34.65463857,moto,cargas,conductor,masculino,41,fatal
2021-0055,1,2021-06-29,12,avenida,3,-58.40547222,-34.60456293,moto,cargas,pasajero_acompañante,masculino,47,fatal
2021-0056,1,2021-07-09,23,avenida,4,-58.42473018,-34.65008280,bicicleta,auto,ciclista,masculino,60,fatal
2021-0057,1,2021-07-10,23,autopista,2,-58.39257023,-34.57563957,auto,objeto fijo,conductor,masculino,46,fatal
2021-0058,1,2021-07-21,0,gral paz,12,-58.48941042,-34.54596153,peaton,auto,peaton,masculino,24,fatal
2021-0059,1,2021-07-22,1,avenida,3,-58.39640740,-34.62783085,auto,objeto fijo,pasajero_acompañante,femenino,44,fatal
2021-0060,1,2021-07-22,12,avenida,5,-58.41971993,-34.61112240,peaton,pasajeros,peaton,femenino,80,fatal
2021-0061,1,2021-07-24,9,avenida,4,-58.40544588,-34.65012801,peaton,cargas,peaton,femenino,55,fatal
2021-0062,1,2021-07-27,7,avenida,4,-58.42003882,-34.64645957,auto,cargas,conductor,masculino,73,fatal
2021-0063,1,2021-08-02,4,avenida,7,-58.46851293,-34.63348678,auto,auto,pasajero_acompañante,femenino,31,fatal
2021-0064,1,2021-08-02,20,gral paz,9,-58.52931141,-34.65422917,peaton,cargas,peaton,masculino,37,fatal
2021-0065,1,2021-08-06,8,avenida,6,-58.42675754,-34.62699730,peaton,pasajeros,peaton,femenino,63,fatal
2021-0066,1,2021-08-06,20,avenida,11,-58.52933723,-34.61098186,peaton,pasajeros,peaton,masculino,59,fatal
2021-0067,1,2021-08-08,9,autopista,1,-58.37910943,-34.62764718,moto,objeto fijo,conductor,masculino,27,fatal
2021-0068,1,2021-08-15,6,avenida,11,-58.52161176,-34.61164474,moto,objeto fijo,conductor,masculino,39,fatal
2021-0069,1,2021-08-20,17,avenida,14,-58.41354692,-34.58697680,peaton,auto,peaton,masculino,17,fatal
2021-0070,1,2021-08-28,8,avenida,8,-58.43960781,-34.65470804,moto,cargas,conductor,masculino,31,fatal
2021-0071,1,2021-08-31,16,calle,3,-58.40454610,-34.60003693,peaton,moto,peaton,masculino,88,fatal
2021-0072,1,2021-09-01,19,avenida,2,-58.39303911,-34.59871111,peaton,auto,peaton,femenino,57,fatal
2021-0073,1,2021-09-18,12,avenida,2,-58.39391034,-34.58405348,bicicleta,auto,ciclista,femenino,76,fatal
2021-0074,1,2021-09-20,15,gral paz,12,-58.50073810,-34.54979510,moto,multiple,conductor,masculino,55,fatal
2021-0075,1,2021-09-21,14,calle,1,-58.38281301,-34.62786038,peaton,cargas,peaton,masculino,65,fatal
2021-0076,1,2021-10-16,6,avenida,7,-58.43980799,-34.65094083,moto,objeto fijo,conductor,masculino,31,fatal
2021-0077,1,2021-10-18,7,avenida,6,-58.44402387,-34.62933109,moto,cargas,conductor,femenino,31,fatal
2021-0078,1,2021-10-23,6,avenida,6,-58.42779702,-34.62207347,moto,pasajeros,conductor,masculino,22,fatal
2021-0079,1,2021-10-25,3,calle,3,-58.40944147,-34.60097942,peaton,auto,peaton,masculino,,fatal
2021-0080,1,2021-10-28,16,avenida,1,-58.38277479,-34.59430160,moto,auto,conductor,masculino,32,fatal
2021-0081,1,2021-11-02,13,autopista,4,-58.37627355,-34.63800916,moto,cargas,conductor,masculino,26,fatal
2021-0082,1,2021-11-06,4,autopista,3,-58.39591856,-34.62453459,moto,auto,conductor,masculino,38,fatal
